n pattern algo avg_time_micro
56400 random hybrid 7599.2
56500 random merge 8619.6
56500 random hybrid 7620.4
56600 random merge 8624.2
56600 random hybrid 7613.4
56700 random merge 8631.6
56700 random hybrid 7636.8
56800 random merge 8648.4
56800 random hybrid 7651.8
56900 random merge 8672.8
56900 random hybrid 7713
57000 random merge 8637.6
57000 random hybrid 7664.6
57100 random merge 10814.6
57100 random hybrid 8111.8
57200 random merge 8781.6
57200 random hybrid 7762.8
57300 random merge 8774.6
57300 random hybrid 7745.4
57400 random merge 8795.6
57400 random hybrid 7819.8
57500 random merge 8818.6
57500 random hybrid 7831.2
57600 random merge 8818.2
57600 random hybrid 7853.2
57700 random merge 8826.4
57700 random hybrid 7762.2
57800 random merge 8908.2
57800 random hybrid 7900.4
57900 random merge 8873.6
57900 random hybrid 7849.8
58000 random merge 8816.2
58000 random hybrid 7836.2
58100 random merge 8819.8
58100 random hybrid 7874.4
58200 random merge 8843.8
58200 random hybrid 7853.2
58300 random merge 8885.6
58300 random hybrid 7866.2
58400 random merge 8933.4
58400 random hybrid 7841.6
58500 random merge 8829.6
58500 random hybrid 7831.2
58600 random merge 8836.2
58600 random hybrid 7867.8
58700 random merge 8953.2
58700 random hybrid 7840.8
58800 random merge 9053
58800 random hybrid 7997.4
58900 random merge 9029.4
58900 random hybrid 7982.2
59000 random merge 9111.8
59000 random hybrid 8051
59100 random merge 9052.2
59100 random hybrid 8063.8
59200 random merge 9090.4
59200 random hybrid 8052
59300 random merge 9143.2
59300 random hybrid 8079
59400 random merge 9181
59400 random hybrid 8114
59500 random merge 9112
59500 random hybrid 8057.2
59600 random merge 9134
59600 random hybrid 8072.4
59700 random merge 9162.8
59700 random hybrid 8096.8
59800 random merge 9151.6
59800 random hybrid 8052.4
59900 random merge 9134.6
59900 random hybrid 8125.8
60000 random merge 9176.8
60000 random hybrid 8125.4
60100 random merge 9179.4
60100 random hybrid 8101
60200 random merge 9106
60200 random hybrid 8078
60300 random merge 9126.8
60300 random hybrid 8054.6
60400 random merge 9112.6
60400 random hybrid 8045
60500 random merge 9163.4
60500 random hybrid 8046.4
60600 random merge 9132.8
60600 random hybrid 8108.4
60700 random merge 9171
60700 random hybrid 8101
60800 random merge 9204.6
60800 random hybrid 8207.6
60900 random merge 9273.8
60900 random hybrid 8233.2
61000 random merge 9264.6
61000 random hybrid 8193.8
61100 random merge 9279
61100 random hybrid 8212
61200 random merge 9291.4
61200 random hybrid 8207.8
61300 random merge 9275.2
61300 random hybrid 8219.2
61400 random merge 9295.4
61400 random hybrid 8243.2
61500 random merge 9376
61500 random hybrid 8346.4
61600 random merge 9376.6
61600 random hybrid 8314.6
61700 random merge 9551.6
61700 random hybrid 8384.2
61800 random merge 9537.6
61800 random hybrid 8403
61900 random merge 9480.8
61900 random hybrid 8404.2
62000 random merge 9538.8
62000 random hybrid 8454.6
62100 random merge 9517.8
62100 random hybrid 8422.8
62200 random merge 9512.6
62200 random hybrid 8415.4
62300 random merge 9533.6
62300 random hybrid 8442.4
62400 random merge 10675.2
62400 random hybrid 12053.6
62500 random merge 9981.6
62500 random hybrid 8959.4
62600 random merge 9933.6
62600 random hybrid 9042
62700 random merge 9850.4
62700 random hybrid 8676.8
62800 random merge 9607.8
62800 random hybrid 8596.2
62900 random merge 9582.4
62900 random hybrid 8650.6
63000 random merge 9594.6
63000 random hybrid 8610.8
63100 random merge 9760.6
63100 random hybrid 8686.4
63200 random merge 9708.6
63200 random hybrid 8689.8
63300 random merge 9645.2
63300 random hybrid 8668.6
63400 random merge 9661.4
63400 random hybrid 8665.8
63500 random merge 9661.4
63500 random hybrid 8704.4
63600 random merge 9754.4
63600 random hybrid 8680.2
63700 random merge 9723
63700 random hybrid 8744.6
63800 random merge 9721
63800 random hybrid 8830
63900 random merge 9708.8
63900 random hybrid 8824.2
64000 random merge 9799.8
64000 random hybrid 8711.2
64100 random merge 9774.4
64100 random hybrid 8773.2
64200 random merge 9741
64200 random hybrid 8916.6
64300 random merge 9805.6
64300 random hybrid 8854.8
64400 random merge 9785.2
64400 random hybrid 8868.8
64500 random merge 9826.2
64500 random hybrid 8918.4
64600 random merge 9860.2
64600 random hybrid 8929.6
64700 random merge 9869.2
64700 random hybrid 8956.6
64800 random merge 9907.2
64800 random hybrid 8982
64900 random merge 9891.4
64900 random hybrid 8981.8
65000 random merge 9912.2
65000 random hybrid 9010
65100 random merge 9923.8
65100 random hybrid 9031.4
65200 random merge 9954.6
65200 random hybrid 9043.4
65300 random merge 9980.2
65300 random hybrid 9059
65400 random merge 9973.6
65400 random hybrid 9081
65500 random merge 9997
65500 random hybrid 9101.8
65600 random merge 10028.8
65600 random hybrid 9120.6
65700 random merge 10040.4
65700 random hybrid 9132
65800 random merge 10058
65800 random hybrid 9159.8
65900 random merge 10067.6
65900 random hybrid 9154
66000 random merge 10102.6
66000 random hybrid 9180.4
66100 random merge 10114.8
66100 random hybrid 9214.4
66200 random merge 10134.2
66200 random hybrid 9210
66300 random merge 10151.2
66300 random hybrid 9233.2
66400 random merge 10159.4
66400 random hybrid 9233
66500 random merge 10178
66500 random hybrid 9258.6
66600 random merge 10190.6
66600 random hybrid 9263.2
66700 random merge 10195.2
66700 random hybrid 9246.2
66800 random merge 10180.8
66800 random hybrid 9289.2
66900 random merge 10250.6
66900 random hybrid 9229.4
67000 random merge 10178
67000 random hybrid 9380
67100 random merge 10301.2
67100 random hybrid 9333
67200 random merge 10236.6
67200 random hybrid 9310.2
67300 random merge 10258.4
67300 random hybrid 9331
67400 random merge 10326.4
67400 random hybrid 9358.2
67500 random merge 10294.2
67500 random hybrid 9347.6
67600 random merge 10319.4
67600 random hybrid 9405.2
67700 random merge 10410.8
67700 random hybrid 9424.4
67800 random merge 10564.2
67800 random hybrid 9513.6
67900 random merge 10515.4
67900 random hybrid 9584.2
68000 random merge 10512
68000 random hybrid 9578
68100 random merge 10544.8
68100 random hybrid 9520.2
68200 random merge 10652
68200 random hybrid 9580.2
68300 random merge 10692.4
68300 random hybrid 9573.2
68400 random merge 10792.6
68400 random hybrid 9728.4
68500 random merge 10671.6
68500 random hybrid 12252.4
68600 random merge 10702
68600 random hybrid 9577.8
68700 random merge 10544.6
68700 random hybrid 9529.2
68800 random merge 10524.8
68800 random hybrid 9550.2
68900 random merge 10589
68900 random hybrid 9612.6
69000 random merge 10603.6
69000 random hybrid 9587.6
69100 random merge 10665.8
69100 random hybrid 9661.2
69200 random merge 10635
69200 random hybrid 9665.8
69300 random merge 10750.8
69300 random hybrid 9763.8
69400 random merge 10759.6
69400 random hybrid 9674.8
69500 random merge 10671
69500 random hybrid 9643.4
69600 random merge 10679.8
69600 random hybrid 9648
69700 random merge 10723.8
69700 random hybrid 9703.8
69800 random merge 10735
69800 random hybrid 9693.8
69900 random merge 10741.4
69900 random hybrid 9709.6
70000 random merge 10821.8
70000 random hybrid 9826.2
70100 random merge 10899.4
70100 random hybrid 9738.8
70200 random merge 10844
70200 random hybrid 9830
70300 random merge 10805.6
70300 random hybrid 9723
70400 random merge 10823.2
70400 random hybrid 9732.4
70500 random merge 10806.2
70500 random hybrid 9881.4
70600 random merge 10900.2
70600 random hybrid 9855
70700 random merge 10899.2
70700 random hybrid 9857.2
70800 random merge 10966.4
70800 random hybrid 9860
70900 random merge 10849.2
70900 random hybrid 9857.8
71000 random merge 10950
71000 random hybrid 9871.6
71100 random merge 10994.8
71100 random hybrid 9891
71200 random merge 10948.8
71200 random hybrid 9864.2
71300 random merge 10971.8
71300 random hybrid 10144.8
71400 random merge 11343
71400 random hybrid 9943.6
71500 random merge 10992.6
71500 random hybrid 9933.6
71600 random merge 11000.8
71600 random hybrid 9928.2
71700 random merge 11054
71700 random hybrid 9990.2
71800 random merge 11461.6
71800 random hybrid 10088.4
71900 random merge 11182.6
71900 random hybrid 10082.6
72000 random merge 11089.4
72000 random hybrid 10098
72100 random merge 11077.6
72100 random hybrid 10089.4
72200 random merge 11378.4
72200 random hybrid 10129.6
72300 random merge 11149
72300 random hybrid 10023.4
72400 random merge 11145.8
72400 random hybrid 10078.6
72500 random merge 11274.2
72500 random hybrid 10117.8
72600 random merge 11223.6
72600 random hybrid 10100.6
72700 random merge 11156.6
72700 random hybrid 10171.8
72800 random merge 11233.6
72800 random hybrid 10125.6
72900 random merge 11223
72900 random hybrid 10157.8
73000 random merge 11196.8
73000 random hybrid 10124.6
73100 random merge 11149.2
73100 random hybrid 10106.4
73200 random merge 11273.4
73200 random hybrid 10143
73300 random merge 11253
73300 random hybrid 10186.2
73400 random merge 11236
73400 random hybrid 10179.4
73500 random merge 11238.2
73500 random hybrid 10227
73600 random merge 11316.8
73600 random hybrid 10302
73700 random merge 11300.4
73700 random hybrid 10315.6
73800 random merge 11322.8
73800 random hybrid 10479.8
73900 random merge 11484.6
73900 random hybrid 10378
74000 random merge 11525
74000 random hybrid 10300.8
74100 random merge 11481
74100 random hybrid 10313.8
74200 random merge 11484.8
74200 random hybrid 10359.4
74300 random merge 11479.8
74300 random hybrid 10328.4
74400 random merge 11480.8
74400 random hybrid 10337.2
74500 random merge 11479.4
74500 random hybrid 10363
74600 random merge 11488.6
74600 random hybrid 10345.4
74700 random merge 11541.6
74700 random hybrid 10373.6
74800 random merge 11495
74800 random hybrid 10357.8
74900 random merge 11526
74900 random hybrid 10400.8
75000 random merge 11541.2
75000 random hybrid 10410.6
75100 random merge 11590.6
75100 random hybrid 10700.8
75200 random merge 11609.4
75200 random hybrid 10422.2
75300 random merge 11609.2
75300 random hybrid 10466.4
75400 random merge 11656.4
75400 random hybrid 10614
75500 random merge 11943.6
75500 random hybrid 10814.8
75600 random merge 12009
75600 random hybrid 11170.4
75700 random merge 14493.4
75700 random hybrid 10792.4
75800 random merge 11998.6
75800 random hybrid 10759.6
75900 random merge 11901.8
75900 random hybrid 10718.2
76000 random merge 12094
76000 random hybrid 11003.6
76100 random merge 12236
76100 random hybrid 10968.4
76200 random merge 12089.8
76200 random hybrid 10756.4
76300 random merge 11865
76300 random hybrid 10672.6
76400 random merge 12198.8
76400 random hybrid 10879.2
76500 random merge 12080.6
76500 random hybrid 10761.2
76600 random merge 11928.2
76600 random hybrid 10735.8
76700 random merge 11950.2
76700 random hybrid 10748.8
76800 random merge 11980.6
76800 random hybrid 10707.6
76900 random merge 11978.4
76900 random hybrid 10827
77000 random merge 11983.4
77000 random hybrid 10805.4
77100 random merge 11985.8
77100 random hybrid 10789.4
77200 random merge 12039.2
77200 random hybrid 10804.4
77300 random merge 12065.2
77300 random hybrid 10917.8
77400 random merge 12214.4
77400 random hybrid 10970.6
77500 random merge 12100
77500 random hybrid 10936
77600 random merge 12103.2
77600 random hybrid 10811.2
77700 random merge 11975.4
77700 random hybrid 10822.2
77800 random merge 12024.4
77800 random hybrid 10843.6
77900 random merge 12050.6
77900 random hybrid 10866.2
78000 random merge 12014.8
78000 random hybrid 10821.2
78100 random merge 12068.2
78100 random hybrid 10846.2
78200 random merge 12110.4
78200 random hybrid 10956.6
78300 random merge 12190.8
78300 random hybrid 10979.8
78400 random merge 12173.2
78400 random hybrid 10996.6
78500 random merge 12228.6
78500 random hybrid 11051.6
78600 random merge 12339.4
78600 random hybrid 11000.8
78700 random merge 12152.2
78700 random hybrid 10979.8
78800 random merge 12162.2
78800 random hybrid 10986.6
78900 random merge 12226
78900 random hybrid 10952
79000 random merge 12192.6
79000 random hybrid 11004.8
79100 random merge 12267.6
79100 random hybrid 10999.6
79200 random merge 12250
79200 random hybrid 10999.8
79300 random merge 12257
79300 random hybrid 11031.2
79400 random merge 12263.6
79400 random hybrid 11035.8
79500 random merge 12289.6
79500 random hybrid 11054.4
79600 random merge 12291
79600 random hybrid 11061.2
79700 random merge 12246.4
79700 random hybrid 11033.8
79800 random merge 12301.8
79800 random hybrid 11086.2
79900 random merge 12306.4
79900 random hybrid 11123
80000 random merge 12357.2
80000 random hybrid 11143.6
80100 random merge 12353.2
80100 random hybrid 11066.8
80200 random merge 12351.4
80200 random hybrid 11107.6
80300 random merge 12378.8
80300 random hybrid 11187
80400 random merge 12470.2
80400 random hybrid 11252.4
80500 random merge 12496.2
80500 random hybrid 11299.8
80600 random merge 12497.4
80600 random hybrid 11264.2
80700 random merge 12528
80700 random hybrid 11239.2
80800 random merge 12552.2
80800 random hybrid 11353
80900 random merge 12584.8
80900 random hybrid 11394.8
81000 random merge 12619.6
81000 random hybrid 11332
81100 random merge 12643.2
81100 random hybrid 11358.6
81200 random merge 12618.2
81200 random hybrid 11353.6
81300 random merge 12660.2
81300 random hybrid 11429.4
81400 random merge 12635.6
81400 random hybrid 11387.8
81500 random merge 12702.2
81500 random hybrid 11399.6
81600 random merge 12837.6
81600 random hybrid 11378.6
81700 random merge 12606.6
81700 random hybrid 11386
81800 random merge 12711.4
81800 random hybrid 11446.6
81900 random merge 12653.4
81900 random hybrid 11423
82000 random merge 12708.6
82000 random hybrid 11440
82100 random merge 12779.6
82100 random hybrid 11439.6
82200 random merge 12757.2
82200 random hybrid 11514
82300 random merge 12793.2
82300 random hybrid 11619.8
82400 random merge 15384.8
82400 random hybrid 11575.8
82500 random merge 13030.2
82500 random hybrid 11580.4
82600 random merge 12811.2
82600 random hybrid 11624
82700 random merge 12918.2
82700 random hybrid 11595.2
82800 random merge 12887.4
82800 random hybrid 11564.8
82900 random merge 12992.6
82900 random hybrid 11648.6
83000 random merge 12887
83000 random hybrid 11592.6
83100 random merge 12951
83100 random hybrid 11633.6
83200 random merge 12992
83200 random hybrid 11638
83300 random merge 12953
83300 random hybrid 11654.2
83400 random merge 12996.8
83400 random hybrid 11719
83500 random merge 12994.2
83500 random hybrid 11674.8
83600 random merge 12997.4
83600 random hybrid 11675.8
83700 random merge 12983.8
83700 random hybrid 11667.2
83800 random merge 12978.4
83800 random hybrid 11682.8
83900 random merge 12997.2
83900 random hybrid 11633
84000 random merge 13045.2
84000 random hybrid 11729.6
84100 random merge 13090.2
84100 random hybrid 11710.2
84200 random merge 13081.8
84200 random hybrid 11713.6
84300 random merge 13182.6
84300 random hybrid 11910
84400 random merge 13343.4
84400 random hybrid 12016
84500 random merge 13373.8
84500 random hybrid 11987.2
84600 random merge 13337
84600 random hybrid 11956.4
84700 random merge 13364.4
84700 random hybrid 11925.4
84800 random merge 13353.8
84800 random hybrid 11920.2
84900 random merge 13324.4
84900 random hybrid 11880.4
85000 random merge 13391.8
85000 random hybrid 12039.4
85100 random merge 13654.2
85100 random hybrid 12010.2
85200 random merge 13731.2
85200 random hybrid 12053.2
85300 random merge 13492.4
85300 random hybrid 14417
85400 random merge 13620
85400 random hybrid 12038
85500 random merge 13465.2
85500 random hybrid 11924.4
85600 random merge 13383.2
85600 random hybrid 11910.8
85700 random merge 13385.4
85700 random hybrid 11945
85800 random merge 13431.4
85800 random hybrid 11997.8
85900 random merge 13526
85900 random hybrid 12144.2
86000 random merge 13632.2
86000 random hybrid 12127.2
86100 random merge 13625.6
86100 random hybrid 12027.4
86200 random merge 13612
86200 random hybrid 11987.8
86300 random merge 13469.2
86300 random hybrid 11986.2
86400 random merge 13480.8
86400 random hybrid 12006.2
86500 random merge 13506.6
86500 random hybrid 12063.6
86600 random merge 13558.4
86600 random hybrid 12203.2
86700 random merge 13685.6
86700 random hybrid 12328.8
86800 random merge 13812.6
86800 random hybrid 12208
86900 random merge 13745.8
86900 random hybrid 12278.2
87000 random merge 13655
87000 random hybrid 12179.8
87100 random merge 13719.4
87100 random hybrid 12272.4
87200 random merge 13792.4
87200 random hybrid 12228
87300 random merge 13773.4
87300 random hybrid 12236
87400 random merge 13725.2
87400 random hybrid 12316.8
87500 random merge 13786.6
87500 random hybrid 12239.4
87600 random merge 13710.8
87600 random hybrid 12304.2
87700 random merge 13771.6
87700 random hybrid 12669.6
87800 random merge 13930.4
87800 random hybrid 12351.2
87900 random merge 13839.8
87900 random hybrid 12314.2
88000 random merge 13786.8
88000 random hybrid 12336.8
88100 random merge 13818.2
88100 random hybrid 12328.2
88200 random merge 13819.8
88200 random hybrid 12327.4
88300 random merge 13852.2
88300 random hybrid 12389
88400 random merge 14017.8
88400 random hybrid 12413.8
88500 random merge 13902.8
88500 random hybrid 12423.4
88600 random merge 14027
88600 random hybrid 12463.2
88700 random merge 13945
88700 random hybrid 12490.4
88800 random merge 14080.6
88800 random hybrid 12537
88900 random merge 14110.8
88900 random hybrid 12492.4
89000 random merge 13947.8
89000 random hybrid 12488
89100 random merge 14062.2
89100 random hybrid 12472.4
89200 random merge 14017.4
89200 random hybrid 12534.8
89300 random merge 14010.2
89300 random hybrid 12511.2
89400 random merge 14036.6
89400 random hybrid 12502
89500 random merge 14042.4
89500 random hybrid 12520.8
89600 random merge 14096.8
89600 random hybrid 12535.4
89700 random merge 14056.6
89700 random hybrid 12522
89800 random merge 14103.4
89800 random hybrid 12567.6
89900 random merge 14078.2
89900 random hybrid 12563.8
90000 random merge 14265.6
90000 random hybrid 12591.6
90100 random merge 14137
90100 random hybrid 12605.4
90200 random merge 14255.8
90200 random hybrid 12850.6
90300 random merge 14436.4
90300 random hybrid 12944.8
90400 random merge 14399.4
90400 random hybrid 12809.2
90500 random merge 14360.6
90500 random hybrid 12781.2
90600 random merge 14372.2
90600 random hybrid 12807.6
90700 random merge 16832.4
90700 random hybrid 12935
90800 random merge 14709.6
90800 random hybrid 12947.4
90900 random merge 14405
90900 random hybrid 12893
91000 random merge 14405.2
91000 random hybrid 12858.2
91100 random merge 14439.6
91100 random hybrid 13018.6
91200 random merge 14640.8
91200 random hybrid 12925.6
91300 random merge 14514.8
91300 random hybrid 13054.8
91400 random merge 14548
91400 random hybrid 12908.8
91500 random merge 14556
91500 random hybrid 12985.4
91600 random merge 14618.4
91600 random hybrid 13023.4
91700 random merge 14532.2
91700 random hybrid 12951.8
91800 random merge 14604
91800 random hybrid 12930
91900 random merge 14575.2
91900 random hybrid 12930
92000 random merge 14615.4
92000 random hybrid 12956.8
92100 random merge 14702
92100 random hybrid 12971.8
92200 random merge 14615.6
92200 random hybrid 13006.2
92300 random merge 14614.8
92300 random hybrid 12900.2
92400 random merge 14492.6
92400 random hybrid 13055.8
92500 random merge 14947.2
92500 random hybrid 13251.6
92600 random merge 14898
92600 random hybrid 13092.8
92700 random merge 14661.6
92700 random hybrid 13056.2
92800 random merge 14797.2
92800 random hybrid 13073
92900 random merge 14796.6
92900 random hybrid 13341
93000 random merge 15033
93000 random hybrid 13355.2
93100 random merge 14903.4
93100 random hybrid 13211.8
93200 random merge 14744
93200 random hybrid 13149
93300 random merge 14755.6
93300 random hybrid 13101.8
93400 random merge 14993.6
93400 random hybrid 13111.6
93500 random merge 14769
93500 random hybrid 13184.8
93600 random merge 14899.2
93600 random hybrid 13158.6
93700 random merge 14786.2
93700 random hybrid 13244.4
93800 random merge 14861.2
93800 random hybrid 15786.4
93900 random merge 15045.4
93900 random hybrid 13541.4
94000 random merge 15223
94000 random hybrid 13377.2
94100 random merge 15108.2
94100 random hybrid 13444
94200 random merge 15070.2
94200 random hybrid 13350
94300 random merge 15231.6
94300 random hybrid 13575.2
94400 random merge 15331.8
94400 random hybrid 13386.2
94500 random merge 15056.4
94500 random hybrid 13477.2
94600 random merge 15005.4
94600 random hybrid 13380
94700 random merge 14930.6
94700 random hybrid 13330.2
94800 random merge 15296.4
94800 random hybrid 13369.6
94900 random merge 14965.8
94900 random hybrid 13447.2
95000 random merge 15145.2
95000 random hybrid 13419.8
95100 random merge 15018.4
95100 random hybrid 13459.4
95200 random merge 15116
95200 random hybrid 13494.2
95300 random merge 15386.4
95300 random hybrid 13679
95400 random merge 15281.8
95400 random hybrid 13511.4
95500 random merge 15162.2
95500 random hybrid 13516.2
95600 random merge 15137.4
95600 random hybrid 13638.2
95700 random merge 15333.2
95700 random hybrid 13700.8
95800 random merge 15555.6
95800 random hybrid 13559.2
95900 random merge 15172.6
95900 random hybrid 13520.8
96000 random merge 15215.6
96000 random hybrid 13736.4
96100 random merge 15262.6
96100 random hybrid 13530.4
96200 random merge 15319.8
96200 random hybrid 13571
96300 random merge 15494.4
96300 random hybrid 13820.4
96400 random merge 15598.2
96400 random hybrid 13602.4
96500 random merge 15273
96500 random hybrid 13627.6
96600 random merge 15378.2
96600 random hybrid 13638
96700 random merge 15433
96700 random hybrid 13920.6
96800 random merge 15675
96800 random hybrid 13998.8
96900 random merge 15400.6
96900 random hybrid 13808.4
97000 random merge 15422.8
97000 random hybrid 13734.2
97100 random merge 15324
97100 random hybrid 13716.6
97200 random merge 15460.6
97200 random hybrid 14774.8
97300 random merge 16719.8
97300 random hybrid 13969.8
97400 random merge 15611.6
97400 random hybrid 13827.6
97500 random merge 15717
97500 random hybrid 13816
97600 random merge 15449.4
97600 random hybrid 13801
97700 random merge 15423.8
97700 random hybrid 13764.6
97800 random merge 15413.6
97800 random hybrid 13762.6
97900 random merge 15677.4
97900 random hybrid 13830.6
98000 random merge 15556.2
98000 random hybrid 13894
98100 random merge 15588.6
98100 random hybrid 14018.2
98200 random merge 15898.6
98200 random hybrid 14027.2
98300 random merge 15705
98300 random hybrid 13900
98400 random merge 15613.6
98400 random hybrid 13857.4
98500 random merge 15533.8
98500 random hybrid 14110.2
98600 random merge 16049
98600 random hybrid 14311.6
98700 random merge 16026.6
98700 random hybrid 14011
98800 random merge 15819.6
98800 random hybrid 14163.8
98900 random merge 15824.2
98900 random hybrid 14154.8
99000 random merge 15825.8
99000 random hybrid 14040.2
99100 random merge 15918.4
99100 random hybrid 14040.8
99200 random merge 15693
99200 random hybrid 14005.4
99300 random merge 15723.6
99300 random hybrid 13991.8
99400 random merge 15982
99400 random hybrid 14051.2
99500 random merge 15764.2
99500 random hybrid 14092.6
99600 random merge 15862.8
99600 random hybrid 14218.8
99700 random merge 16110.2
99700 random hybrid 19107
99800 random merge 16153.6
99800 random hybrid 14240.4
99900 random merge 18528
99900 random hybrid 14163.2
100000 random merge 16069.4
100000 random hybrid 14385.4
500 reversed merge 30.2
500 reversed hybrid 21.8
600 reversed merge 35.6
600 reversed hybrid 26.2
700 reversed merge 43
700 reversed hybrid 31.2
800 reversed merge 49.4
800 reversed hybrid 36.2
900 reversed merge 56.8
900 reversed hybrid 42
1000 reversed merge 62.4
1000 reversed hybrid 47
1100 reversed merge 69.2
1100 reversed hybrid 55.8
1200 reversed merge 76.4
1200 reversed hybrid 58.4
1300 reversed merge 84
1300 reversed hybrid 62.2
1400 reversed merge 91.4
1400 reversed hybrid 67.4
1500 reversed merge 98
1500 reversed hybrid 73.2
1600 reversed merge 105.2
1600 reversed hybrid 79
1700 reversed merge 112
1700 reversed hybrid 85.6
1800 reversed merge 118.6
1800 reversed hybrid 90.6
1900 reversed merge 129
1900 reversed hybrid 107.6
2000 reversed merge 149.6
2000 reversed hybrid 105.2
2100 reversed merge 142.6
2100 reversed hybrid 109
2200 reversed merge 147.8
2200 reversed hybrid 113.2
2300 reversed merge 154.4
2300 reversed hybrid 118.4
2400 reversed merge 166.2
2400 reversed hybrid 124.2
2500 reversed merge 170.4
2500 reversed hybrid 130
2600 reversed merge 181
2600 reversed hybrid 135.8
2700 reversed merge 188
2700 reversed hybrid 141.4
2800 reversed merge 194.8
2800 reversed hybrid 147
2900 reversed merge 203
2900 reversed hybrid 158.8
3000 reversed merge 220
3000 reversed hybrid 161.6
3100 reversed merge 218.6
3100 reversed hybrid 166.6
3200 reversed merge 224.8
3200 reversed hybrid 173.8
3300 reversed merge 231.2
3300 reversed hybrid 187.4
3400 reversed merge 242.4
3400 reversed hybrid 187
3500 reversed merge 245.4
3500 reversed hybrid 192.4
3600 reversed merge 253.6
3600 reversed hybrid 199.8
3700 reversed merge 276.8
3700 reversed hybrid 269.8
3800 reversed merge 295
3800 reversed hybrid 235
3900 reversed merge 284
3900 reversed hybrid 220.4
4000 reversed merge 293.4
4000 reversed hybrid 232.8
4100 reversed merge 296.4
4100 reversed hybrid 240.4
4200 reversed merge 337
4200 reversed hybrid 257.8
4300 reversed merge 324
4300 reversed hybrid 244.8
4400 reversed merge 380.4
4400 reversed hybrid 250.4
4500 reversed merge 329.6
4500 reversed hybrid 255.8
4600 reversed merge 329
4600 reversed hybrid 260.2
4700 reversed merge 338.2
4700 reversed hybrid 270.4
4800 reversed merge 351.8
4800 reversed hybrid 282
4900 reversed merge 357.8
4900 reversed hybrid 278.8
5000 reversed merge 370.2
5000 reversed hybrid 283.4
5100 reversed merge 371.2
5100 reversed hybrid 289.4
5200 reversed merge 381.6
5200 reversed hybrid 297.6
5300 reversed merge 407.4
5300 reversed hybrid 307.2
5400 reversed merge 401.6
5400 reversed hybrid 311.4
5500 reversed merge 407
5500 reversed hybrid 315.6
5600 reversed merge 414.4
5600 reversed hybrid 324.6
5700 reversed merge 432.6
5700 reversed hybrid 334.6
5800 reversed merge 433.4
5800 reversed hybrid 338.6
5900 reversed merge 437.4
5900 reversed hybrid 348.2
6000 reversed merge 455
6000 reversed hybrid 344.4
6100 reversed merge 461.2
6100 reversed hybrid 350.2
6200 reversed merge 463.6
6200 reversed hybrid 358
6300 reversed merge 468.6
6300 reversed hybrid 365.2
6400 reversed merge 476.6
6400 reversed hybrid 372
6500 reversed merge 501
6500 reversed hybrid 385.4
6600 reversed merge 485
6600 reversed hybrid 392
6700 reversed merge 502.2
6700 reversed hybrid 394.4
6800 reversed merge 504.8
6800 reversed hybrid 408.6
6900 reversed merge 514.6
6900 reversed hybrid 403.6
7000 reversed merge 526
7000 reversed hybrid 420.2
7100 reversed merge 524.4
7100 reversed hybrid 433.8
7200 reversed merge 539.4
7200 reversed hybrid 423.6
7300 reversed merge 542.8
7300 reversed hybrid 442.2
7400 reversed merge 549.2
7400 reversed hybrid 443
7500 reversed merge 583.4
7500 reversed hybrid 448
7600 reversed merge 565.8
7600 reversed hybrid 464.2
7700 reversed merge 570.6
7700 reversed hybrid 462
7800 reversed merge 592.2
7800 reversed hybrid 469.4
7900 reversed merge 589.8
7900 reversed hybrid 485.6
8000 reversed merge 598.4
8000 reversed hybrid 478.2
8100 reversed merge 616.6
8100 reversed hybrid 484.2
8200 reversed merge 609.4
8200 reversed hybrid 503
8300 reversed merge 620
8300 reversed hybrid 513.6
8400 reversed merge 637
8400 reversed hybrid 512.4
8500 reversed merge 653.8
8500 reversed hybrid 510.6
8600 reversed merge 647.6
8600 reversed hybrid 522.6
8700 reversed merge 662.8
8700 reversed hybrid 532.2
8800 reversed merge 668.2
8800 reversed hybrid 532.8
8900 reversed merge 695.6
8900 reversed hybrid 539.4
9000 reversed merge 682.4
9000 reversed hybrid 548.8
9100 reversed merge 690.4
9100 reversed hybrid 558.6
9200 reversed merge 690.2
9200 reversed hybrid 561.6
9300 reversed merge 717
9300 reversed hybrid 570.4
9400 reversed merge 725.6
9400 reversed hybrid 577
9500 reversed merge 735.8
9500 reversed hybrid 575.4
9600 reversed merge 743
9600 reversed hybrid 581.4
9700 reversed merge 735
9700 reversed hybrid 594
9800 reversed merge 742.6
9800 reversed hybrid 598.2
9900 reversed merge 755.8
9900 reversed hybrid 598
10000 reversed merge 759.2
10000 reversed hybrid 609
10100 reversed merge 779.6
10100 reversed hybrid 620.4
10200 reversed merge 786.8
10200 reversed hybrid 626.4
10300 reversed merge 803.8
10300 reversed hybrid 631.6
10400 reversed merge 795.4
10400 reversed hybrid 651.4
10500 reversed merge 808.4
10500 reversed hybrid 656.8
10600 reversed merge 829.2
10600 reversed hybrid 664
10700 reversed merge 824
10700 reversed hybrid 679.8
10800 reversed merge 843
10800 reversed hybrid 665.2
10900 reversed merge 838
10900 reversed hybrid 685.6
11000 reversed merge 847.2
11000 reversed hybrid 679
11100 reversed merge 853
11100 reversed hybrid 688.6
11200 reversed merge 866.4
11200 reversed hybrid 690.6
11300 reversed merge 872
11300 reversed hybrid 699.8
11400 reversed merge 884.4
