n pattern algo avg_time_micro
11400 reversed hybrid 716.8
11500 reversed merge 890
11500 reversed hybrid 716.8
11600 reversed merge 908.6
11600 reversed hybrid 722
11700 reversed merge 919
11700 reversed hybrid 727
11800 reversed merge 929.8
11800 reversed hybrid 735
11900 reversed merge 940
11900 reversed hybrid 733.6
12000 reversed merge 943
12000 reversed hybrid 744.2
12100 reversed merge 951.4
12100 reversed hybrid 754.6
12200 reversed merge 953.6
12200 reversed hybrid 755.4
12300 reversed merge 958
12300 reversed hybrid 764
12400 reversed merge 970.4
12400 reversed hybrid 771
12500 reversed merge 988.4
12500 reversed hybrid 789.6
12600 reversed merge 999.6
12600 reversed hybrid 799.8
12700 reversed merge 998
12700 reversed hybrid 803.6
12800 reversed merge 1011.8
12800 reversed hybrid 812.8
12900 reversed merge 1013.4
12900 reversed hybrid 811.2
13000 reversed merge 1033.6
13000 reversed hybrid 816.8
13100 reversed merge 1036.2
13100 reversed hybrid 835.6
13200 reversed merge 1057.6
13200 reversed hybrid 847
13300 reversed merge 1047.8
13300 reversed hybrid 863.4
13400 reversed merge 1040.2
13400 reversed hybrid 841.4
13500 reversed merge 1078.4
13500 reversed hybrid 851.2
13600 reversed merge 1072.4
13600 reversed hybrid 880.8
13700 reversed merge 1076.2
13700 reversed hybrid 879
13800 reversed merge 1100.8
13800 reversed hybrid 871.2
13900 reversed merge 1100.8
13900 reversed hybrid 882
14000 reversed merge 1111.2
14000 reversed hybrid 897.2
14100 reversed merge 1104.6
14100 reversed hybrid 912.6
14200 reversed merge 1114.2
14200 reversed hybrid 907
14300 reversed merge 1133
14300 reversed hybrid 911.8
14400 reversed merge 1138
14400 reversed hybrid 932.2
14500 reversed merge 1143.4
14500 reversed hybrid 937.4
14600 reversed merge 1170
14600 reversed hybrid 930.6
14700 reversed merge 1163.6
14700 reversed hybrid 954
14800 reversed merge 1167.4
14800 reversed hybrid 954.8
14900 reversed merge 1201
14900 reversed hybrid 952.8
15000 reversed merge 1202
15000 reversed hybrid 977.2
15100 reversed merge 1211.2
15100 reversed hybrid 974.8
15200 reversed merge 1219.6
15200 reversed hybrid 977.4
15300 reversed merge 1201
15300 reversed hybrid 1002.2
15400 reversed merge 1219.4
15400 reversed hybrid 996.8
15500 reversed merge 1236.2
15500 reversed hybrid 1004.2
15600 reversed merge 1249.6
15600 reversed hybrid 1002
15700 reversed merge 1245.4
15700 reversed hybrid 1033
15800 reversed merge 1251.2
15800 reversed hybrid 1020.8
15900 reversed merge 1275
15900 reversed hybrid 1035.4
16000 reversed merge 1276
16000 reversed hybrid 1043.4
16100 reversed merge 1281.2
16100 reversed hybrid 1056.2
16200 reversed merge 1281.8
16200 reversed hybrid 1046.4
16300 reversed merge 1315.6
16300 reversed hybrid 1050.8
16400 reversed merge 1303.4
16400 reversed hybrid 1071
16500 reversed merge 1304.6
16500 reversed hybrid 1080
16600 reversed merge 1316.2
16600 reversed hybrid 1075.6
16700 reversed merge 1353.2
16700 reversed hybrid 1082.2
16800 reversed merge 1356.8
16800 reversed hybrid 1087.4
16900 reversed merge 1351.2
16900 reversed hybrid 1114.4
17000 reversed merge 1360.6
17000 reversed hybrid 1100.8
17100 reversed merge 1380.6
17100 reversed hybrid 1116.6
17200 reversed merge 1391.8
17200 reversed hybrid 1105.8
17300 reversed merge 1385.2
17300 reversed hybrid 1144.4
17400 reversed merge 1393.8
17400 reversed hybrid 1153.2
17500 reversed merge 1400.8
17500 reversed hybrid 1131.6
17600 reversed merge 1425.4
17600 reversed hybrid 1145.4
17700 reversed merge 1440.8
17700 reversed hybrid 1151
17800 reversed merge 1448.2
17800 reversed hybrid 1154
17900 reversed merge 1444
17900 reversed hybrid 1182.2
18000 reversed merge 1442.8
18000 reversed hybrid 1178.2
18100 reversed merge 1446.2
18100 reversed hybrid 1175.2
18200 reversed merge 1461.4
18200 reversed hybrid 1184.4
18300 reversed merge 1468.2
18300 reversed hybrid 1182.4
18400 reversed merge 1485.4
18400 reversed hybrid 1188.8
18500 reversed merge 1476.6
18500 reversed hybrid 1207.6
18600 reversed merge 1494.2
18600 reversed hybrid 1221.6
18700 reversed merge 1501.2
18700 reversed hybrid 1220.8
18800 reversed merge 1498.6
18800 reversed hybrid 1223.6
18900 reversed merge 1558.8
18900 reversed hybrid 1240.4
19000 reversed merge 1548
19000 reversed hybrid 1234.8
19100 reversed merge 1555.2
19100 reversed hybrid 1246.6
19200 reversed merge 1556.4
19200 reversed hybrid 1238.6
19300 reversed merge 1546.4
19300 reversed hybrid 1261.6
19400 reversed merge 1571.4
19400 reversed hybrid 1275.4
19500 reversed merge 1568.4
19500 reversed hybrid 1279
19600 reversed merge 1585.4
19600 reversed hybrid 1281.8
19700 reversed merge 1582.6
19700 reversed hybrid 1290
19800 reversed merge 1611
19800 reversed hybrid 1293.2
19900 reversed merge 1613
19900 reversed hybrid 1297.8
20000 reversed merge 1612.8
20000 reversed hybrid 1298
20100 reversed merge 1624.6
20100 reversed hybrid 1317.2
20200 reversed merge 1626.8
20200 reversed hybrid 1319.2
20300 reversed merge 1639.2
20300 reversed hybrid 1316.4
20400 reversed merge 1648.8
20400 reversed hybrid 1327.6
20500 reversed merge 1652.4
20500 reversed hybrid 1333.4
20600 reversed merge 1670.2
20600 reversed hybrid 1345.4
20700 reversed merge 1664.4
20700 reversed hybrid 1348.6
20800 reversed merge 1681.2
20800 reversed hybrid 1356.2
20900 reversed merge 1687.6
20900 reversed hybrid 1357.8
21000 reversed merge 1695.8
21000 reversed hybrid 1369.2
21100 reversed merge 1712.8
21100 reversed hybrid 1374.4
21200 reversed merge 1723.8
21200 reversed hybrid 1392.4
21300 reversed merge 1735.4
21300 reversed hybrid 1394.2
21400 reversed merge 1737.2
21400 reversed hybrid 1399.6
21500 reversed merge 1747.6
21500 reversed hybrid 1398.8
21600 reversed merge 1763
21600 reversed hybrid 1415.6
21700 reversed merge 1767.6
21700 reversed hybrid 1416.6
21800 reversed merge 1778.4
21800 reversed hybrid 1427.4
21900 reversed merge 1778.6
21900 reversed hybrid 1435.6
22000 reversed merge 1787
22000 reversed hybrid 1436
22100 reversed merge 1796.6
22100 reversed hybrid 1448
22200 reversed merge 1814.8
22200 reversed hybrid 1455.8
22300 reversed merge 1811.4
22300 reversed hybrid 1460.4
22400 reversed merge 1836.8
22400 reversed hybrid 1467.8
22500 reversed merge 1837.2
22500 reversed hybrid 1475.2
22600 reversed merge 1846.2
22600 reversed hybrid 1476.4
22700 reversed merge 1860.2
22700 reversed hybrid 1485.2
22800 reversed merge 1869
22800 reversed hybrid 1495.6
22900 reversed merge 1878.2
22900 reversed hybrid 1500
23000 reversed merge 1891.4
23000 reversed hybrid 1509
23100 reversed merge 1897.4
23100 reversed hybrid 1524.4
23200 reversed merge 1919
23200 reversed hybrid 1529.8
23300 reversed merge 1926
23300 reversed hybrid 1547.6
23400 reversed merge 1927
23400 reversed hybrid 1558.4
23500 reversed merge 1930.8
23500 reversed hybrid 1560
23600 reversed merge 1946
23600 reversed hybrid 1564
23700 reversed merge 1943.8
23700 reversed hybrid 1568.8
23800 reversed merge 1959.8
23800 reversed hybrid 1573.8
23900 reversed merge 1970.2
23900 reversed hybrid 1591.6
24000 reversed merge 2052.8
24000 reversed hybrid 1582.8
24100 reversed merge 2009.2
24100 reversed hybrid 1606.4
24200 reversed merge 1998
24200 reversed hybrid 1639.2
24300 reversed merge 2014.2
24300 reversed hybrid 1614.8
24400 reversed merge 2005.4
24400 reversed hybrid 1620
24500 reversed merge 2022.4
24500 reversed hybrid 1623.4
24600 reversed merge 2015.6
24600 reversed hybrid 1629.6
24700 reversed merge 2018
24700 reversed hybrid 1644.8
24800 reversed merge 2043.4
24800 reversed hybrid 1651.6
24900 reversed merge 2038
24900 reversed hybrid 1650.6
25000 reversed merge 2043.6
25000 reversed hybrid 1765
25100 reversed merge 2113.4
25100 reversed hybrid 1733.4
25200 reversed merge 2093.4
25200 reversed hybrid 1697.2
25300 reversed merge 2097.4
25300 reversed hybrid 1694.6
25400 reversed merge 2096
25400 reversed hybrid 1691.8
25500 reversed merge 2100.6
25500 reversed hybrid 1701
25600 reversed merge 2122.2
25600 reversed hybrid 1707.4
25700 reversed merge 2143
25700 reversed hybrid 1728.4
25800 reversed merge 2143.4
25800 reversed hybrid 1721.6
25900 reversed merge 2134.6
25900 reversed hybrid 1729.8
26000 reversed merge 2153.6
26000 reversed hybrid 1741.4
26100 reversed merge 2171
26100 reversed hybrid 1749
26200 reversed merge 2174.4
26200 reversed hybrid 1771.6
26300 reversed merge 2176.4
26300 reversed hybrid 1753.4
26400 reversed merge 2169.2
26400 reversed hybrid 1765.8
26500 reversed merge 2192.8
26500 reversed hybrid 1804
26600 reversed merge 2218.4
26600 reversed hybrid 1809.6
26700 reversed merge 2196.4
26700 reversed hybrid 1785.4
26800 reversed merge 2210.2
26800 reversed hybrid 1801.8
26900 reversed merge 2227.8
26900 reversed hybrid 1811.6
27000 reversed merge 2259
27000 reversed hybrid 1839.2
27100 reversed merge 2275.2
27100 reversed hybrid 1851.6
27200 reversed merge 2282.8
27200 reversed hybrid 1833.8
27300 reversed merge 2265.2
27300 reversed hybrid 1847.8
27400 reversed merge 2267
27400 reversed hybrid 1847.6
27500 reversed merge 2352.6
27500 reversed hybrid 1913.8
27600 reversed merge 2303.6
27600 reversed hybrid 1881.2
27700 reversed merge 2285.8
27700 reversed hybrid 1874.6
27800 reversed merge 2308.2
27800 reversed hybrid 1878
27900 reversed merge 2313
27900 reversed hybrid 1899
28000 reversed merge 2316.4
28000 reversed hybrid 1898
28100 reversed merge 2334.2
28100 reversed hybrid 1902.2
28200 reversed merge 2335.8
28200 reversed hybrid 1913.6
28300 reversed merge 2332
28300 reversed hybrid 1924
28400 reversed merge 2363.2
28400 reversed hybrid 1919.8
28500 reversed merge 2351.8
28500 reversed hybrid 1947.4
28600 reversed merge 2371.2
28600 reversed hybrid 1946.6
28700 reversed merge 2405.2
28700 reversed hybrid 1957
28800 reversed merge 2389.4
28800 reversed hybrid 1962.6
28900 reversed merge 2390.4
28900 reversed hybrid 1965.4
29000 reversed merge 2421.8
29000 reversed hybrid 2008.6
29100 reversed merge 2457.2
29100 reversed hybrid 2006.2
29200 reversed merge 2465.8
29200 reversed hybrid 2015.4
29300 reversed merge 2486
29300 reversed hybrid 2031.4
29400 reversed merge 2517.2
29400 reversed hybrid 2049.2
29500 reversed merge 2510.6
29500 reversed hybrid 2067.8
29600 reversed merge 2520.4
29600 reversed hybrid 2087.4
29700 reversed merge 2542.8
29700 reversed hybrid 2078.2
29800 reversed merge 2558.6
29800 reversed hybrid 2092.8
29900 reversed merge 2552.4
29900 reversed hybrid 2153
30000 reversed merge 2564
30000 reversed hybrid 2134.4
30100 reversed merge 2595.4
30100 reversed hybrid 2102.4
30200 reversed merge 2526
30200 reversed hybrid 2072.6
30300 reversed merge 2542.6
30300 reversed hybrid 2071.6
30400 reversed merge 2536.2
30400 reversed hybrid 2087.8
30500 reversed merge 2535.4
30500 reversed hybrid 2104.6
30600 reversed merge 2565.6
30600 reversed hybrid 2114.2
30700 reversed merge 2581.2
30700 reversed hybrid 2114.6
30800 reversed merge 2577.6
30800 reversed hybrid 2141.6
30900 reversed merge 2604.2
30900 reversed hybrid 2151.2
31000 reversed merge 2606.6
31000 reversed hybrid 2176.6
31100 reversed merge 2614.2
31100 reversed hybrid 2147.2
31200 reversed merge 2621.8
31200 reversed hybrid 2169.6
31300 reversed merge 2628.2
31300 reversed hybrid 2167
31400 reversed merge 2649.8
31400 reversed hybrid 2178
31500 reversed merge 2661
31500 reversed hybrid 2188.4
31600 reversed merge 2656.2
31600 reversed hybrid 2181.8
31700 reversed merge 2735.4
31700 reversed hybrid 2216.4
31800 reversed merge 2701.2
31800 reversed hybrid 2213.6
31900 reversed merge 2698
31900 reversed hybrid 2231.8
32000 reversed merge 2707.6
32000 reversed hybrid 2287
32100 reversed merge 2745.8
32100 reversed hybrid 2267.8
32200 reversed merge 2768.2
32200 reversed hybrid 2270.4
32300 reversed merge 2788.2
32300 reversed hybrid 2402.2
32400 reversed merge 2825
32400 reversed hybrid 2288.4
32500 reversed merge 2776
32500 reversed hybrid 2258.6
32600 reversed merge 2758.8
32600 reversed hybrid 2290.8
32700 reversed merge 2779.8
32700 reversed hybrid 2279.6
32800 reversed merge 2765
32800 reversed hybrid 2280.2
32900 reversed merge 2788.6
32900 reversed hybrid 2295.8
33000 reversed merge 2781
33000 reversed hybrid 2320.2
33100 reversed merge 2871.4
33100 reversed hybrid 2459.6
33200 reversed merge 2808.2
33200 reversed hybrid 2302.6
33300 reversed merge 2776.2
33300 reversed hybrid 2299.2
33400 reversed merge 2802.8
33400 reversed hybrid 2305.8
33500 reversed merge 2809.4
33500 reversed hybrid 2303.6
33600 reversed merge 2821.2
33600 reversed hybrid 2312.4
33700 reversed merge 2832.8
33700 reversed hybrid 2329.4
33800 reversed merge 2831.4
33800 reversed hybrid 2337
33900 reversed merge 2874.6
33900 reversed hybrid 2350.2
34000 reversed merge 2857.4
34000 reversed hybrid 2342.8
34100 reversed merge 2878.2
34100 reversed hybrid 2357
34200 reversed merge 2906
34200 reversed hybrid 2366.4
34300 reversed merge 2883
34300 reversed hybrid 2392.4
34400 reversed merge 2901
34400 reversed hybrid 2371.6
34500 reversed merge 2929.8
34500 reversed hybrid 2380
34600 reversed merge 2918.6
34600 reversed hybrid 2407.8
34700 reversed merge 2932.8
34700 reversed hybrid 2393.6
34800 reversed merge 2932.4
34800 reversed hybrid 2388.4
34900 reversed merge 2938.8
34900 reversed hybrid 2407
35000 reversed merge 2953.4
35000 reversed hybrid 2414.2
35100 reversed merge 2962.4
35100 reversed hybrid 2468.8
35200 reversed merge 2975.6
35200 reversed hybrid 2438.4
35300 reversed merge 2985.4
35300 reversed hybrid 2427.4
35400 reversed merge 3021.2
35400 reversed hybrid 2456.6
35500 reversed merge 3000.8
35500 reversed hybrid 2462.4
35600 reversed merge 3007
35600 reversed hybrid 2473.4
35700 reversed merge 3144.4
35700 reversed hybrid 2508
35800 reversed merge 3048.8
35800 reversed hybrid 2477
35900 reversed merge 3036.4
35900 reversed hybrid 2492.4
36000 reversed merge 3056.4
36000 reversed hybrid 2491.4
36100 reversed merge 3053.6
36100 reversed hybrid 2486.4
36200 reversed merge 3058.6
36200 reversed hybrid 2523.4
36300 reversed merge 3055
36300 reversed hybrid 2509.4
36400 reversed merge 3068
36400 reversed hybrid 2521.4
36500 reversed merge 3083.6
36500 reversed hybrid 2547.2
36600 reversed merge 3079
36600 reversed hybrid 2518
36700 reversed merge 3094.8
36700 reversed hybrid 2532.6
36800 reversed merge 3091.6
36800 reversed hybrid 2544.8
36900 reversed merge 3198.4
36900 reversed hybrid 2576
37000 reversed merge 3153.4
37000 reversed hybrid 2581.4
37100 reversed merge 3165.6
37100 reversed hybrid 2596.6
37200 reversed merge 3189.8
37200 reversed hybrid 2604.4
37300 reversed merge 3173.2
37300 reversed hybrid 2610
37400 reversed merge 3235.8
37400 reversed hybrid 2685.8
37500 reversed merge 3265.2
37500 reversed hybrid 2670.4
37600 reversed merge 3210
37600 reversed hybrid 2619.4
37700 reversed merge 3242
37700 reversed hybrid 2636.8
37800 reversed merge 3243.8
37800 reversed hybrid 2659.6
37900 reversed merge 3347.8
37900 reversed hybrid 2652
38000 reversed merge 3240.4
38000 reversed hybrid 2665.4
38100 reversed merge 3255.6
38100 reversed hybrid 2666.8
38200 reversed merge 3274.2
38200 reversed hybrid 2669.2
38300 reversed merge 3273.4
38300 reversed hybrid 2666.6
38400 reversed merge 3285.2
38400 reversed hybrid 2677.8
38500 reversed merge 3334.8
38500 reversed hybrid 2655
38600 reversed merge 3269.2
38600 reversed hybrid 2649.2
38700 reversed merge 3261.2
38700 reversed hybrid 2684.4
38800 reversed merge 3279.8
38800 reversed hybrid 2676.4
38900 reversed merge 3283.8
38900 reversed hybrid 2678.8
39000 reversed merge 3378.4
39000 reversed hybrid 2729.8
39100 reversed merge 3355
39100 reversed hybrid 2737.6
39200 reversed merge 3345.2
39200 reversed hybrid 2749.6
39300 reversed merge 3399.4
39300 reversed hybrid 2741.8
39400 reversed merge 3368
39400 reversed hybrid 2794.4
39500 reversed merge 3495.2
39500 reversed hybrid 2793
39600 reversed merge 3393.8
39600 reversed hybrid 2777.2
39700 reversed merge 3371.8
39700 reversed hybrid 2746.2
39800 reversed merge 3372.4
39800 reversed hybrid 2742.8
39900 reversed merge 3365.8
39900 reversed hybrid 2750.2
40000 reversed merge 3393.4
40000 reversed hybrid 2788.8
40100 reversed merge 3419.8
40100 reversed hybrid 2809.4
40200 reversed merge 3450
40200 reversed hybrid 2804.8
40300 reversed merge 3448.8
40300 reversed hybrid 2825
40400 reversed merge 3455.6
40400 reversed hybrid 2836.6
40500 reversed merge 3456.2
40500 reversed hybrid 2846
40600 reversed merge 3480.6
40600 reversed hybrid 2842.8
40700 reversed merge 3542.2
40700 reversed hybrid 2866.2
40800 reversed merge 3488.8
40800 reversed hybrid 2833.6
40900 reversed merge 3454
40900 reversed hybrid 2826
41000 reversed merge 3457.6
41000 reversed hybrid 2836.8
41100 reversed merge 3479.2
41100 reversed hybrid 2856
41200 reversed merge 6278.8
41200 reversed hybrid 2876.6
41300 reversed merge 3515.2
41300 reversed hybrid 2876.8
41400 reversed merge 3526.8
41400 reversed hybrid 2900.8
41500 reversed merge 3536.2
41500 reversed hybrid 2884.4
41600 reversed merge 3553.4
41600 reversed hybrid 2914.2
41700 reversed merge 3569.2
41700 reversed hybrid 2910
41800 reversed merge 3576.8
41800 reversed hybrid 2926.2
41900 reversed merge 3577.4
41900 reversed hybrid 2934.2
42000 reversed merge 3633.6
42000 reversed hybrid 2954.8
42100 reversed merge 3631.2
42100 reversed hybrid 2968.4
42200 reversed merge 3643
42200 reversed hybrid 2962.6
42300 reversed merge 3659.2
42300 reversed hybrid 2958
42400 reversed merge 3634.4
42400 reversed hybrid 2968
42500 reversed merge 3639.8
42500 reversed hybrid 2956.2
42600 reversed merge 3645
42600 reversed hybrid 2977
42700 reversed merge 3655.2
42700 reversed hybrid 3018.8
42800 reversed merge 3734.6
42800 reversed hybrid 3030.4
42900 reversed merge 3756
42900 reversed hybrid 3035.8
43000 reversed merge 3761.8
43000 reversed hybrid 3093.6
43100 reversed merge 3813.8
43100 reversed hybrid 3080.2
43200 reversed merge 3883
43200 reversed hybrid 3105.8
43300 reversed merge 3855.6
43300 reversed hybrid 3117.8
43400 reversed merge 3812.6
43400 reversed hybrid 3113.4
43500 reversed merge 3903.6
43500 reversed hybrid 3112.4
43600 reversed merge 3785
43600 reversed hybrid 3040.8
43700 reversed merge 3726.6
43700 reversed hybrid 3030.6
43800 reversed merge 3779
43800 reversed hybrid 3046.6
43900 reversed merge 3744
43900 reversed hybrid 3051.8
44000 reversed merge 3780.2
44000 reversed hybrid 3078
44100 reversed merge 3800.2
44100 reversed hybrid 3135.4
44200 reversed merge 3843.4
44200 reversed hybrid 3077
44300 reversed merge 3857.8
44300 reversed hybrid 3105.2
44400 reversed merge 3845
44400 reversed hybrid 3108.2
44500 reversed merge 3829
44500 reversed hybrid 3114.4
44600 reversed merge 3854.8
44600 reversed hybrid 3128.4
44700 reversed merge 3839
44700 reversed hybrid 3144.2
44800 reversed merge 3878.6
44800 reversed hybrid 3132.6
44900 reversed merge 3862.2
44900 reversed hybrid 3157.4
45000 reversed merge 3920
45000 reversed hybrid 3131.4
45100 reversed merge 3893.4
45100 reversed hybrid 3170
45200 reversed merge 3885.6
45200 reversed hybrid 3222.8
45300 reversed merge 3936.8
45300 reversed hybrid 3163
45400 reversed merge 3991
45400 reversed hybrid 3190.6
45500 reversed merge 3962
45500 reversed hybrid 3194
45600 reversed merge 3933
45600 reversed hybrid 3202.6
45700 reversed merge 3958.6
45700 reversed hybrid 3190.4
45800 reversed merge 3937.2
45800 reversed hybrid 3299.4
45900 reversed merge 4057
45900 reversed hybrid 3230.4
46000 reversed merge 3983.2
46000 reversed hybrid 3223
46100 reversed merge 3997.6
46100 reversed hybrid 3230
46200 reversed merge 4028.6
46200 reversed hybrid 3240.4
46300 reversed merge 4013.4
46300 reversed hybrid 3243.4
46400 reversed merge 4049
46400 reversed hybrid 3266.4
46500 reversed merge 4048
46500 reversed hybrid 3270.8
46600 reversed merge 4049.2
46600 reversed hybrid 3271.6
46700 reversed merge 4060.6
46700 reversed hybrid 3275.4
46800 reversed merge 4075.8
46800 reversed hybrid 3284.4
46900 reversed merge 4061.8
46900 reversed hybrid 3290.6
47000 reversed merge 4079.6
47000 reversed hybrid 3318.8
47100 reversed merge 4101.8
47100 reversed hybrid 3309.6
47200 reversed merge 4078.6
47200 reversed hybrid 3329.2
47300 reversed merge 4149.4
47300 reversed hybrid 3324.4
47400 reversed merge 4116.4
47400 reversed hybrid 3359.4
47500 reversed merge 4110.6
47500 reversed hybrid 3348.6
47600 reversed merge 4132
47600 reversed hybrid 3362.8
47700 reversed merge 4141.4
47700 reversed hybrid 3385
47800 reversed merge 4159.6
47800 reversed hybrid 3469.4
47900 reversed merge 4245.4
47900 reversed hybrid 3389.2
48000 reversed merge 4167.6
48000 reversed hybrid 3386.4
48100 reversed merge 4193.6
48100 reversed hybrid 3394
48200 reversed merge 4168.2
48200 reversed hybrid 3410
48300 reversed merge 4196.6
48300 reversed hybrid 3409.8
48400 reversed merge 4198.6
48400 reversed hybrid 3416.2
48500 reversed merge 4248.6
48500 reversed hybrid 3424
48600 reversed merge 4223.2
48600 reversed hybrid 3436.2
48700 reversed merge 4212.2
48700 reversed hybrid 3498
48800 reversed merge 4291
48800 reversed hybrid 3490.8
48900 reversed merge 4305.6
48900 reversed hybrid 3492.8
49000 reversed merge 4284.8
49000 reversed hybrid 3526.6
49100 reversed merge 4293
49100 reversed hybrid 3533.6
49200 reversed merge 4344.2
49200 reversed hybrid 3529.6
49300 reversed merge 4256.6
49300 reversed hybrid 3504.6
49400 reversed merge 4286
49400 reversed hybrid 3506
49500 reversed merge 4367.4
49500 reversed hybrid 3570
49600 reversed merge 4337
49600 reversed hybrid 3546.4
49700 reversed merge 4365.4
49700 reversed hybrid 3565.2
49800 reversed merge 4344.6
49800 reversed hybrid 3548.4
49900 reversed merge 4369.2
49900 reversed hybrid 3559.8
50000 reversed merge 4364.2
50000 reversed hybrid 3585.8
50100 reversed merge 4422.6
50100 reversed hybrid 3600.4
50200 reversed merge 4410
50200 reversed hybrid 3627.8
50300 reversed merge 4466.2
50300 reversed hybrid 3698.8
50400 reversed merge 4511.2
50400 reversed hybrid 3808.4
50500 reversed merge 4511
50500 reversed hybrid 3736
50600 reversed merge 4558.6
50600 reversed hybrid 3707.2
50700 reversed merge 4589
50700 reversed hybrid 3721.2
50800 reversed merge 4574
50800 reversed hybrid 3665
50900 reversed merge 4455.8
50900 reversed hybrid 3621.2
51000 reversed merge 4471
51000 reversed hybrid 3638.6
51100 reversed merge 4481.4
51100 reversed hybrid 3654.4
51200 reversed merge 4558.4
51200 reversed hybrid 3735
51300 reversed merge 4513.4
51300 reversed hybrid 3671.4
51400 reversed merge 4484.6
51400 reversed hybrid 3690.6
51500 reversed merge 4517
51500 reversed hybrid 3683
51600 reversed merge 4524.2
51600 reversed hybrid 3664.2
51700 reversed merge 4501.4
51700 reversed hybrid 3677.4
51800 reversed merge 4503.8
51800 reversed hybrid 3733.2
51900 reversed merge 4512.2
51900 reversed hybrid 3726.4
52000 reversed merge 4544.4
52000 reversed hybrid 3728
52100 reversed merge 4531.4
52100 reversed hybrid 3716
52200 reversed merge 4591
52200 reversed hybrid 3773.6
52300 reversed merge 4755.4
52300 reversed hybrid 3766.4
52400 reversed merge 4641.6
52400 reversed hybrid 3805.8
52500 reversed merge 4636.2
52500 reversed hybrid 3817.8
52600 reversed merge 4689.4
52600 reversed hybrid 3792.6
52700 reversed merge 4624
52700 reversed hybrid 3884.2
52800 reversed merge 4745.2
52800 reversed hybrid 3913.8
52900 reversed merge 4625.2
52900 reversed hybrid 3765.4
53000 reversed merge 4567.4
53000 reversed hybrid 3767.2
53100 reversed merge 4579.4
53100 reversed hybrid 3769.8
53200 reversed merge 4588.4
53200 reversed hybrid 3781.8
53300 reversed merge 4621.6
53300 reversed hybrid 3820.6
53400 reversed merge 4648.6
53400 reversed hybrid 3827.8
53500 reversed merge 4647
53500 reversed hybrid 3808.8
53600 reversed merge 4645.6
53600 reversed hybrid 3844
53700 reversed merge 4712.6
53700 reversed hybrid 3918
53800 reversed merge 7387
53800 reversed hybrid 3859
53900 reversed merge 4695.2
53900 reversed hybrid 3867.2
54000 reversed merge 4742
54000 reversed hybrid 3883.8
54100 reversed merge 4707.8
54100 reversed hybrid 3891.4
54200 reversed merge 4727.4
54200 reversed hybrid 3950.4
54300 reversed merge 4746.2
54300 reversed hybrid 3893
54400 reversed merge 4750
54400 reversed hybrid 3958.8
54500 reversed merge 4816.8
54500 reversed hybrid 3949.4
54600 reversed merge 4806.6
54600 reversed hybrid 3981
54700 reversed merge 4859.4
54700 reversed hybrid 4036.4
54800 reversed merge 4908.8
54800 reversed hybrid 4033.4
54900 reversed merge 4965
54900 reversed hybrid 4013.4
55000 reversed merge 4890
55000 reversed hybrid 3985
55100 reversed merge 4861
55100 reversed hybrid 4062.8
55200 reversed merge 4882.2
55200 reversed hybrid 4074
55300 reversed merge 4838.8
55300 reversed hybrid 4052.4
55400 reversed merge 4863.6
55400 reversed hybrid 4014.2
55500 reversed merge 4861.8
55500 reversed hybrid 3995.2
55600 reversed merge 4852.4
55600 reversed hybrid 4022
55700 reversed merge 4879.2
55700 reversed hybrid 3997.4
55800 reversed merge 4830.6
55800 reversed hybrid 4092.6
55900 reversed merge 5019.2
55900 reversed hybrid 4115.6
56000 reversed merge 5021
56000 reversed hybrid 4154.6
56100 reversed merge 5026.2
56100 reversed hybrid 4122
56200 reversed merge 5142.8
56200 reversed hybrid 4118.2
56300 reversed merge 5011.2
56300 reversed hybrid 4163
56400 reversed merge 5131.2
56400 reversed hybrid 4121.2
56500 reversed merge 4965.4
56500 reversed hybrid 4110.4
56600 reversed merge 4945.8
56600 reversed hybrid 4110
56700 reversed merge 4960.4
56700 reversed hybrid 4089.2
56800 reversed merge 4927.6
56800 reversed hybrid 4089
56900 reversed merge 4949.6
56900 reversed hybrid 4135.6
57000 reversed merge 4962.8
57000 reversed hybrid 4105.8
57100 reversed merge 4962.2
57100 reversed hybrid 4120.6
57200 reversed merge 4954.2
57200 reversed hybrid 4130
57300 reversed merge 4992.6
57300 reversed hybrid 4126.4
57400 reversed merge 5107
57400 reversed hybrid 4216.2
57500 reversed merge 5060.8
57500 reversed hybrid 4212.2
57600 reversed merge 5077.4
57600 reversed hybrid 4428.6
57700 reversed merge 5113.6
57700 reversed hybrid 4220.4
57800 reversed merge 5103.6
57800 reversed hybrid 4224.8
57900 reversed merge 5163
57900 reversed hybrid 4262.6
58000 reversed merge 5126.4
58000 reversed hybrid 4273.4
58100 reversed merge 5136.4
58100 reversed hybrid 4305.8
58200 reversed merge 5146.2
58200 reversed hybrid 4267.8
58300 reversed merge 5151.2
58300 reversed hybrid 4390.6
58400 reversed merge 5293
58400 reversed hybrid 4381.4
58500 reversed merge 5301.4
58500 reversed hybrid 4388
58600 reversed merge 5268.6
58600 reversed hybrid 4412.8
58700 reversed merge 5351.8
58700 reversed hybrid 4388
58800 reversed merge 5285.8
58800 reversed hybrid 4332.8
58900 reversed merge 5268
58900 reversed hybrid 4381.4
59000 reversed merge 5258.2
59000 reversed hybrid 4417.8
59100 reversed merge 5234
59100 reversed hybrid 4327.2
59200 reversed merge 5256.6
59200 reversed hybrid 4384.4
59300 reversed merge 5238.8
59300 reversed hybrid 4396.2
59400 reversed merge 5244
59400 reversed hybrid 4370.2
