n pattern algo avg_time_micro
56500 random hybrid 7563
56600 random merge 8591.4
56600 random hybrid 7588.4
56700 random merge 8597.4
56700 random hybrid 7598.2
56800 random merge 8581.2
56800 random hybrid 7622
56900 random merge 8589.2
56900 random hybrid 7664.8
57000 random merge 8652.8
57000 random hybrid 7638.2
57100 random merge 8714.4
57100 random hybrid 7660.8
57200 random merge 8713
57200 random hybrid 7688.6
57300 random merge 8716.8
57300 random hybrid 7717.6
57400 random merge 8724.8
57400 random hybrid 7825.6
57500 random merge 8826.4
57500 random hybrid 7765.2
57600 random merge 8693.8
57600 random hybrid 7673.6
57700 random merge 8689.6
57700 random hybrid 7717.8
57800 random merge 8782.8
57800 random hybrid 7779.4
57900 random merge 8806.2
57900 random hybrid 7776.8
58000 random merge 8808.6
58000 random hybrid 7795
58100 random merge 8847.2
58100 random hybrid 7815.2
58200 random merge 8840.2
58200 random hybrid 7833.2
58300 random merge 8858.2
58300 random hybrid 7834.2
58400 random merge 8874.6
58400 random hybrid 7850.6
58500 random merge 8883.6
58500 random hybrid 7871.6
58600 random merge 8934.6
58600 random hybrid 7965.4
58700 random merge 9247.4
58700 random hybrid 8181.6
58800 random merge 9297.6
58800 random hybrid 8194.6
58900 random merge 9281.4
58900 random hybrid 8178.6
59000 random merge 9303.8
59000 random hybrid 8129.6
59100 random merge 9178
59100 random hybrid 8086.6
59200 random merge 9158.8
59200 random hybrid 8051.6
59300 random merge 9567.6
59300 random hybrid 7988.6
59400 random merge 9071.4
59400 random hybrid 8036.8
59500 random merge 9116.8
59500 random hybrid 8156.2
59600 random merge 9155.6
59600 random hybrid 8090.2
59700 random merge 9078.2
59700 random hybrid 8037.8
59800 random merge 9115.6
59800 random hybrid 7994.6
59900 random merge 9087
59900 random hybrid 8034.4
60000 random merge 9096.2
60000 random hybrid 8164
60100 random merge 9195.2
60100 random hybrid 8138
60200 random merge 9151.2
60200 random hybrid 8096.8
60300 random merge 9156.6
60300 random hybrid 8123.4
60400 random merge 9210.6
60400 random hybrid 8237
60500 random merge 9173.2
60500 random hybrid 8150.8
60600 random merge 9232.2
60600 random hybrid 8192
60700 random merge 9420.8
60700 random hybrid 8267.8
60800 random merge 9224.4
60800 random hybrid 8291.2
60900 random merge 9165.2
60900 random hybrid 8247
61000 random merge 9184.4
61000 random hybrid 8153.8
61100 random merge 9170.8
61100 random hybrid 8246
61200 random merge 9257.4
61200 random hybrid 8190.2
61300 random merge 9197.2
61300 random hybrid 8214.8
61400 random merge 9252.2
61400 random hybrid 8251.8
61500 random merge 9427.6
61500 random hybrid 8381.4
61600 random merge 9549.6
61600 random hybrid 8288.4
61700 random merge 9328.8
61700 random hybrid 8261.4
61800 random merge 9419.8
61800 random hybrid 8364.2
61900 random merge 9407.4
61900 random hybrid 8427
62000 random merge 9402.4
62000 random hybrid 8333
62100 random merge 9437.6
62100 random hybrid 8381.6
62200 random merge 9398.4
62200 random hybrid 8480.8
62300 random merge 9455.4
62300 random hybrid 8454.6
62400 random merge 9467.4
62400 random hybrid 8593.4
62500 random merge 9553.2
62500 random hybrid 8580.6
62600 random merge 9513.6
62600 random hybrid 8430.8
62700 random merge 9454
62700 random hybrid 8470.4
62800 random merge 9580.4
62800 random hybrid 8652.8
62900 random merge 9924.8
62900 random hybrid 8551
63000 random merge 9618.2
63000 random hybrid 8531.8
63100 random merge 9613.4
63100 random hybrid 8516.2
63200 random merge 9620
63200 random hybrid 8697.4
63300 random merge 9654.2
63300 random hybrid 8600.4
63400 random merge 9664
63400 random hybrid 8600.8
63500 random merge 9660.2
63500 random hybrid 8618.4
63600 random merge 9687.4
63600 random hybrid 8632.6
63700 random merge 9685.8
63700 random hybrid 8646.2
63800 random merge 9684
63800 random hybrid 8654.2
63900 random merge 9731.4
63900 random hybrid 8678
64000 random merge 9719.2
64000 random hybrid 8668.2
64100 random merge 9755.6
64100 random hybrid 8722.8
64200 random merge 9794.6
64200 random hybrid 8724.2
64300 random merge 9793.4
64300 random hybrid 8744.8
64400 random merge 9834.8
64400 random hybrid 8757
64500 random merge 9852.8
64500 random hybrid 8767.6
64600 random merge 9857
64600 random hybrid 8783.6
64700 random merge 9870.6
64700 random hybrid 8817
64800 random merge 9875.8
64800 random hybrid 8839.4
64900 random merge 9897.8
64900 random hybrid 8845.4
65000 random merge 9891
65000 random hybrid 8838.4
65100 random merge 9922.4
65100 random hybrid 8852
65200 random merge 9936.4
65200 random hybrid 8885.2
65300 random merge 9968.2
65300 random hybrid 8895.4
65400 random merge 9973.6
65400 random hybrid 8901.2
65500 random merge 9953.2
65500 random hybrid 8939
65600 random merge 10025.4
65600 random hybrid 8947.8
65700 random merge 9930.6
65700 random hybrid 8935
65800 random merge 9987.4
65800 random hybrid 8975.8
65900 random merge 10045.8
65900 random hybrid 9016
66000 random merge 10065
66000 random hybrid 8996.8
66100 random merge 10123.8
66100 random hybrid 9008.8
66200 random merge 10101.2
66200 random hybrid 9017.2
66300 random merge 10110.4
66300 random hybrid 9066.2
66400 random merge 10111
66400 random hybrid 9066
66500 random merge 10157.2
66500 random hybrid 9071.8
66600 random merge 10140
66600 random hybrid 9067.2
66700 random merge 10078.6
66700 random hybrid 9079.8
66800 random merge 10188.6
66800 random hybrid 9147.6
66900 random merge 10226
66900 random hybrid 9176.8
67000 random merge 10274.8
67000 random hybrid 9245
67100 random merge 10266.6
67100 random hybrid 9260.6
67200 random merge 10293.2
67200 random hybrid 9213.8
67300 random merge 10324.2
67300 random hybrid 9208.8
67400 random merge 10309.6
67400 random hybrid 9185.6
67500 random merge 10303
67500 random hybrid 9205
67600 random merge 10315.4
67600 random hybrid 9177.2
67700 random merge 10281.4
67700 random hybrid 9267.6
67800 random merge 10397.2
67800 random hybrid 9287.8
67900 random merge 10403.6
67900 random hybrid 9309
68000 random merge 10411.2
68000 random hybrid 9329.2
68100 random merge 10478.4
68100 random hybrid 9346
68200 random merge 10471.2
68200 random hybrid 9334.4
68300 random merge 10479.4
68300 random hybrid 9364.6
68400 random merge 10471
68400 random hybrid 9377
68500 random merge 10523.6
68500 random hybrid 9396.8
68600 random merge 10554.6
68600 random hybrid 9529.6
68700 random merge 10402.8
68700 random hybrid 9471.8
68800 random merge 10559.8
68800 random hybrid 9429.6
68900 random merge 10612
68900 random hybrid 9484.2
69000 random merge 10612
69000 random hybrid 9467.4
69100 random merge 10652.4
69100 random hybrid 9465
69200 random merge 10620.8
69200 random hybrid 9440
69300 random merge 10627.2
69300 random hybrid 9474.6
69400 random merge 10625
69400 random hybrid 9506.6
69500 random merge 10649.2
69500 random hybrid 9504.8
69600 random merge 10675
69600 random hybrid 9585.4
69700 random merge 10709.2
69700 random hybrid 9584
69800 random merge 10708.2
69800 random hybrid 9547.2
69900 random merge 10755.6
69900 random hybrid 9580
70000 random merge 10719.6
70000 random hybrid 9594.8
70100 random merge 10814.6
70100 random hybrid 9649.4
70200 random merge 10819.2
70200 random hybrid 9684.4
70300 random merge 10783.8
70300 random hybrid 9666.2
70400 random merge 10820.4
70400 random hybrid 9655.6
70500 random merge 10810.8
70500 random hybrid 9674.4
70600 random merge 10842
70600 random hybrid 9684.2
70700 random merge 10879.8
70700 random hybrid 9702.4
70800 random merge 10856.8
70800 random hybrid 9724
70900 random merge 10891
70900 random hybrid 9841
71000 random merge 10903.2
71000 random hybrid 9780
71100 random merge 10951.8
71100 random hybrid 9791.4
71200 random merge 10969.6
71200 random hybrid 9828
71300 random merge 10997.6
71300 random hybrid 9851.4
71400 random merge 10998.4
71400 random hybrid 9834.2
71500 random merge 11016.8
71500 random hybrid 9828.2
71600 random merge 11012
71600 random hybrid 9867.4
71700 random merge 11053
71700 random hybrid 9891.4
71800 random merge 11090.4
71800 random hybrid 9876.6
71900 random merge 11046.6
71900 random hybrid 9906.6
72000 random merge 11109.2
72000 random hybrid 9927
72100 random merge 11108.8
72100 random hybrid 9911.8
72200 random merge 11092.8
72200 random hybrid 9982
72300 random merge 11133.8
72300 random hybrid 9963.6
72400 random merge 11116.6
72400 random hybrid 9987.8
72500 random merge 11150
72500 random hybrid 10016.8
72600 random merge 11148
72600 random hybrid 10018.4
72700 random merge 11163
72700 random hybrid 10032.8
72800 random merge 11184
72800 random hybrid 10067.2
72900 random merge 11259.8
72900 random hybrid 10102.8
73000 random merge 11261.6
73000 random hybrid 10103.8
73100 random merge 11271.6
73100 random hybrid 15235
73200 random merge 11305
73200 random hybrid 10231.8
73300 random merge 11412
73300 random hybrid 10095.2
73400 random merge 11301.4
73400 random hybrid 10181.6
73500 random merge 11280.4
73500 random hybrid 10169.4
73600 random merge 11295.4
73600 random hybrid 10166.2
73700 random merge 11298
73700 random hybrid 10173
73800 random merge 11342.4
73800 random hybrid 10216.2
73900 random merge 11361
73900 random hybrid 10256.8
74000 random merge 11411.2
74000 random hybrid 10302.2
74100 random merge 11417.2
74100 random hybrid 10308
74200 random merge 11463.8
74200 random hybrid 10319.6
74300 random merge 11470.4
74300 random hybrid 10303.6
74400 random merge 11449.4
74400 random hybrid 12758
74500 random merge 12590.8
74500 random hybrid 10305.6
74600 random merge 11476
74600 random hybrid 10499.8
74700 random merge 11698
74700 random hybrid 10801
74800 random merge 11939
74800 random hybrid 10656.6
74900 random merge 12104.4
74900 random hybrid 10763.2
75000 random merge 12012.2
75000 random hybrid 10692.6
75100 random merge 11850
75100 random hybrid 10574
75200 random merge 11607.2
75200 random hybrid 10411.2
75300 random merge 11680.2
75300 random hybrid 10507.8
75400 random merge 11594.2
75400 random hybrid 10426.4
75500 random merge 11624
75500 random hybrid 10453.2
75600 random merge 11682
75600 random hybrid 10477.8
75700 random merge 11869.4
75700 random hybrid 10581.8
75800 random merge 11667.4
75800 random hybrid 10566.4
75900 random merge 11776.4
75900 random hybrid 10589.6
76000 random merge 12096.2
76000 random hybrid 10851.4
76100 random merge 12095.4
76100 random hybrid 10960.2
76200 random merge 12311.2
76200 random hybrid 10764.8
76300 random merge 11792
76300 random hybrid 10642.8
76400 random merge 11836.8
76400 random hybrid 10628
76500 random merge 11800
76500 random hybrid 10914.2
76600 random merge 12148.4
76600 random hybrid 10899.6
76700 random merge 12245.8
76700 random hybrid 10775.4
76800 random merge 11930
76800 random hybrid 10760.8
76900 random merge 11935.6
76900 random hybrid 10733.2
77000 random merge 11930.2
77000 random hybrid 10779.4
77100 random merge 11927.6
77100 random hybrid 10754.6
77200 random merge 12008.6
77200 random hybrid 10753.2
77300 random merge 12169.8
77300 random hybrid 10795.8
77400 random merge 12005.2
77400 random hybrid 10854.2
77500 random merge 12011.4
77500 random hybrid 10877.8
77600 random merge 12078.2
77600 random hybrid 11042.2
77700 random merge 12321
77700 random hybrid 11044.2
77800 random merge 12222
77800 random hybrid 11174
77900 random merge 12252.4
77900 random hybrid 10958
78000 random merge 12447
78000 random hybrid 11638.8
78100 random merge 12718
78100 random hybrid 11271
78200 random merge 12590.8
78200 random hybrid 11378.2
78300 random merge 15893.2
78300 random hybrid 11468.2
78400 random merge 12701.4
78400 random hybrid 11508.2
78500 random merge 12450.6
78500 random hybrid 11086.6
78600 random merge 12305.6
78600 random hybrid 11232.6
78700 random merge 12281
78700 random hybrid 11083
78800 random merge 12446
78800 random hybrid 11084.2
78900 random merge 12310.6
78900 random hybrid 11119
79000 random merge 12315.6
79000 random hybrid 11148.8
79100 random merge 12403.2
79100 random hybrid 11197.2
79200 random merge 12396.4
79200 random hybrid 11130.2
79300 random merge 12426.6
79300 random hybrid 11173.4
79400 random merge 12338.2
79400 random hybrid 11168.8
79500 random merge 12360.8
79500 random hybrid 11222
79600 random merge 12375.6
79600 random hybrid 11210.6
79700 random merge 12349.8
79700 random hybrid 11764.2
79800 random merge 12721.2
79800 random hybrid 11550.6
79900 random merge 12515.4
79900 random hybrid 11200.8
80000 random merge 12425
80000 random hybrid 11263.6
80100 random merge 12394.4
80100 random hybrid 11259.4
80200 random merge 12408.2
80200 random hybrid 11292.2
80300 random merge 12426.8
80300 random hybrid 11293
80400 random merge 12438
80400 random hybrid 11321
80500 random merge 12475.6
80500 random hybrid 11360.2
80600 random merge 12727.2
80600 random hybrid 11425.8
80700 random merge 12512.2
80700 random hybrid 11351.8
80800 random merge 12503.6
80800 random hybrid 11352.4
80900 random merge 12593
80900 random hybrid 11386.8
81000 random merge 12573.8
81000 random hybrid 11388.2
81100 random merge 12590.6
81100 random hybrid 11395.2
81200 random merge 12572.2
81200 random hybrid 11446.2
81300 random merge 12586
81300 random hybrid 11417.6
81400 random merge 12545
81400 random hybrid 11474
81500 random merge 12575.4
81500 random hybrid 11504.4
81600 random merge 12654.6
81600 random hybrid 11515
81700 random merge 12684.6
81700 random hybrid 11539.6
81800 random merge 12695.4
81800 random hybrid 11555.4
81900 random merge 12705.4
81900 random hybrid 11578
82000 random merge 12710.2
82000 random hybrid 11576.6
82100 random merge 12736.2
82100 random hybrid 11609.8
82200 random merge 12718
82200 random hybrid 11540.4
82300 random merge 12733.2
82300 random hybrid 11573.8
82400 random merge 12742.2
82400 random hybrid 11607.8
82500 random merge 12764
82500 random hybrid 11635.2
82600 random merge 12794.4
82600 random hybrid 11641.8
82700 random merge 12807.6
82700 random hybrid 11666.4
82800 random merge 12840.4
82800 random hybrid 11684.4
82900 random merge 12846.6
82900 random hybrid 11686.8
83000 random merge 12955
83000 random hybrid 11678.8
83100 random merge 12916.4
83100 random hybrid 11716.2
83200 random merge 12890.6
83200 random hybrid 11730.4
83300 random merge 12940
83300 random hybrid 11811.2
83400 random merge 12958.6
83400 random hybrid 11782
83500 random merge 12983
83500 random hybrid 11796.2
83600 random merge 12982.6
83600 random hybrid 11822.4
83700 random merge 12967.2
83700 random hybrid 11821.4
83800 random merge 13049.2
83800 random hybrid 11839.8
83900 random merge 13022.4
83900 random hybrid 11842
84000 random merge 13102.2
84000 random hybrid 11904
84100 random merge 13106.8
84100 random hybrid 11967.8
84200 random merge 13098.6
84200 random hybrid 11950.4
84300 random merge 13131.4
84300 random hybrid 11918.8
84400 random merge 13154.6
84400 random hybrid 11985.4
84500 random merge 13213.8
84500 random hybrid 11983.4
84600 random merge 13219.6
84600 random hybrid 12002.4
84700 random merge 13244.6
84700 random hybrid 12075.8
84800 random merge 13258.8
84800 random hybrid 12083.8
84900 random merge 13330.2
84900 random hybrid 12085
85000 random merge 13304.2
85000 random hybrid 12092.2
85100 random merge 13348.2
85100 random hybrid 12114.2
85200 random merge 13579.6
85200 random hybrid 12488
85300 random merge 13401.2
85300 random hybrid 12162.2
85400 random merge 13392.4
85400 random hybrid 12170.6
85500 random merge 13416
85500 random hybrid 12212
85600 random merge 13449.4
85600 random hybrid 12203.6
85700 random merge 13470
85700 random hybrid 12203.6
85800 random merge 13434.8
85800 random hybrid 12252.4
85900 random merge 13483.6
85900 random hybrid 12279.4
86000 random merge 13521.2
86000 random hybrid 12268.4
86100 random merge 13523.4
86100 random hybrid 12263.8
86200 random merge 13556.4
86200 random hybrid 12283.2
86300 random merge 13538.2
86300 random hybrid 12319
86400 random merge 13545.6
86400 random hybrid 12291.6
86500 random merge 13543.6
86500 random hybrid 12296.6
86600 random merge 13721.8
86600 random hybrid 12429.2
86700 random merge 13631.6
86700 random hybrid 12378.4
86800 random merge 13616.4
86800 random hybrid 12377
86900 random merge 13640
86900 random hybrid 12412.6
87000 random merge 13675.4
87000 random hybrid 12419.6
87100 random merge 13640.8
87100 random hybrid 12411.4
87200 random merge 13711.4
87200 random hybrid 12437.6
87300 random merge 13664.2
87300 random hybrid 17494
87400 random merge 13769
87400 random hybrid 12419.2
87500 random merge 13732.6
87500 random hybrid 12470.4
87600 random merge 14069.2
87600 random hybrid 12715.8
87700 random merge 14029.2
87700 random hybrid 12755.2
87800 random merge 14037
87800 random hybrid 12631.4
87900 random merge 13979.8
87900 random hybrid 12560.4
88000 random merge 13906
88000 random hybrid 12555.4
88100 random merge 13840
88100 random hybrid 12568.2
88200 random merge 13838.8
88200 random hybrid 12579.6
88300 random merge 13847.4
88300 random hybrid 12565.2
88400 random merge 13833.4
88400 random hybrid 12597.4
88500 random merge 13871.2
88500 random hybrid 12642
88600 random merge 13890.6
88600 random hybrid 12629.4
88700 random merge 13862.6
88700 random hybrid 12666
88800 random merge 13883.2
88800 random hybrid 12657
88900 random merge 13933.2
88900 random hybrid 12679.2
89000 random merge 13961.8
89000 random hybrid 12736.4
89100 random merge 13970.4
89100 random hybrid 12775.4
89200 random merge 13966.6
89200 random hybrid 12743.4
89300 random merge 14041.2
89300 random hybrid 12817.6
89400 random merge 14071.6
89400 random hybrid 12840.6
89500 random merge 14099.4
89500 random hybrid 12847.6
89600 random merge 14104.4
89600 random hybrid 12848.6
89700 random merge 14112.2
89700 random hybrid 12843.8
89800 random merge 14137.6
89800 random hybrid 12853.8
89900 random merge 14130.8
89900 random hybrid 12873
90000 random merge 14164
90000 random hybrid 12920.2
90100 random merge 14136
90100 random hybrid 12877.4
90200 random merge 14151.2
90200 random hybrid 12908.6
90300 random merge 14130.4
90300 random hybrid 12923.6
90400 random merge 14139.4
90400 random hybrid 12937.2
90500 random merge 14219.6
90500 random hybrid 12961
90600 random merge 14218.6
90600 random hybrid 13044.4
90700 random merge 14227
90700 random hybrid 13018
90800 random merge 14246.8
90800 random hybrid 13017
90900 random merge 14253.8
90900 random hybrid 12992.4
91000 random merge 14283.6
91000 random hybrid 13023.6
91100 random merge 14304.2
91100 random hybrid 13081.8
91200 random merge 14349.2
91200 random hybrid 13115.4
91300 random merge 14347.4
91300 random hybrid 13124
91400 random merge 14393.6
91400 random hybrid 13126.6
91500 random merge 14416
91500 random hybrid 13172
91600 random merge 14403.6
91600 random hybrid 13139
91700 random merge 14383.8
91700 random hybrid 13163
91800 random merge 14370
91800 random hybrid 13177
91900 random merge 14382.4
91900 random hybrid 13167.8
92000 random merge 14471.4
92000 random hybrid 13150.2
92100 random merge 14409.6
92100 random hybrid 13246.4
92200 random merge 14488.2
92200 random hybrid 13192.8
92300 random merge 14440.2
92300 random hybrid 13255.4
92400 random merge 14467.2
92400 random hybrid 13261
92500 random merge 14504
92500 random hybrid 13260.8
92600 random merge 14469.2
92600 random hybrid 13274.4
92700 random merge 14530.8
92700 random hybrid 13286.4
92800 random merge 14562.8
92800 random hybrid 13378.2
92900 random merge 14614.8
92900 random hybrid 13365.4
93000 random merge 14613.6
93000 random hybrid 13402.4
93100 random merge 14644
93100 random hybrid 13460.2
93200 random merge 14686.8
93200 random hybrid 13494
93300 random merge 14675.8
93300 random hybrid 13482.8
93400 random merge 14727.6
93400 random hybrid 13491
93500 random merge 14695
93500 random hybrid 13606.8
93600 random merge 14766.6
93600 random hybrid 13550.2
93700 random merge 14762.8
93700 random hybrid 13538.8
93800 random merge 14797
93800 random hybrid 13572.6
93900 random merge 14770.4
93900 random hybrid 13511
94000 random merge 14741.6
94000 random hybrid 13586.6
94100 random merge 19360.8
94100 random hybrid 13636.8
94200 random merge 14809.2
94200 random hybrid 13582
94300 random merge 14811.6
94300 random hybrid 13652.8
94400 random merge 14861.2
94400 random hybrid 13639.8
94500 random merge 14818.4
94500 random hybrid 13672
94600 random merge 14912.4
94600 random hybrid 13704
94700 random merge 14912.4
94700 random hybrid 13785
94800 random merge 14934.6
94800 random hybrid 13781.8
94900 random merge 14942.4
94900 random hybrid 13764.8
95000 random merge 14984.6
95000 random hybrid 13761.6
95100 random merge 15004.2
95100 random hybrid 13817
95200 random merge 15025.8
95200 random hybrid 13753
95300 random merge 14967.4
95300 random hybrid 13806.8
95400 random merge 15037.2
95400 random hybrid 13854.6
95500 random merge 15087.2
95500 random hybrid 13872.6
95600 random merge 15088.8
95600 random hybrid 13855.8
95700 random merge 15051.4
95700 random hybrid 13878.6
95800 random merge 15047.6
95800 random hybrid 13947.4
95900 random merge 15138.2
95900 random hybrid 13922.6
96000 random merge 15140.4
96000 random hybrid 13966.4
96100 random merge 15147.2
96100 random hybrid 13987.4
96200 random merge 15163.4
96200 random hybrid 14030.2
96300 random merge 15225
96300 random hybrid 14029.6
96400 random merge 15204.2
96400 random hybrid 13985.2
96500 random merge 15171.8
96500 random hybrid 13991.8
96600 random merge 15160
96600 random hybrid 13966
96700 random merge 15151
96700 random hybrid 13991.8
96800 random merge 15195.2
96800 random hybrid 14029.2
96900 random merge 15199.2
96900 random hybrid 14060.8
97000 random merge 15234
97000 random hybrid 14109.8
97100 random merge 15243.6
97100 random hybrid 14096.2
97200 random merge 15307.4
97200 random hybrid 14178.2
97300 random merge 15320.4
97300 random hybrid 14144.8
97400 random merge 15284.8
97400 random hybrid 14167.8
97500 random merge 15366.6
97500 random hybrid 14180.4
97600 random merge 15409.6
97600 random hybrid 14254.8
97700 random merge 15407
97700 random hybrid 14274.2
97800 random merge 15356.8
97800 random hybrid 14264
97900 random merge 15368.6
97900 random hybrid 14240.4
98000 random merge 15310
98000 random hybrid 14239
98100 random merge 15461
98100 random hybrid 14265.8
98200 random merge 15369.6
98200 random hybrid 14326.2
98300 random merge 15488.2
98300 random hybrid 14344.6
98400 random merge 20530.6
98400 random hybrid 14358.4
98500 random merge 15514.4
98500 random hybrid 14435.8
98600 random merge 15563.8
98600 random hybrid 14420
98700 random merge 15715.8
98700 random hybrid 14554.6
98800 random merge 15854.4
98800 random hybrid 14639
98900 random merge 15734.6
98900 random hybrid 14397.6
99000 random merge 15501.6
99000 random hybrid 14394.8
99100 random merge 15526
99100 random hybrid 14453.4
99200 random merge 15568.6
99200 random hybrid 14514
99300 random merge 15649.8
99300 random hybrid 14649.2
99400 random merge 15651.2
99400 random hybrid 14535.2
99500 random merge 15684
99500 random hybrid 14533.2
99600 random merge 15675
99600 random hybrid 14565.2
99700 random merge 15705.4
99700 random hybrid 14543.2
99800 random merge 15699.8
99800 random hybrid 14590.4
99900 random merge 15743.6
99900 random hybrid 14556.8
100000 random merge 15715.6
100000 random hybrid 14592.8
500 reversed merge 29.6
500 reversed hybrid 29
600 reversed merge 38.6
600 reversed hybrid 39.8
700 reversed merge 42.4
700 reversed hybrid 52.2
800 reversed merge 49.4
800 reversed hybrid 67.8
900 reversed merge 55.2
900 reversed hybrid 51.8
1000 reversed merge 62.2
1000 reversed hybrid 60.4
1100 reversed merge 69.2
1100 reversed hybrid 73
1200 reversed merge 75.8
1200 reversed hybrid 85
1300 reversed merge 84.4
1300 reversed hybrid 99.8
1400 reversed merge 90.4
1400 reversed hybrid 112
1500 reversed merge 97.8
1500 reversed hybrid 126.2
1600 reversed merge 105.6
1600 reversed hybrid 142.4
1700 reversed merge 112.8
1700 reversed hybrid 102.6
1800 reversed merge 118.2
1800 reversed hybrid 110.8
1900 reversed merge 126
1900 reversed hybrid 122.2
2000 reversed merge 133.2
2000 reversed hybrid 132.8
2100 reversed merge 140.6
2100 reversed hybrid 145
2200 reversed merge 147.4
2200 reversed hybrid 154.8
2300 reversed merge 153.8
2300 reversed hybrid 166.8
2400 reversed merge 165.6
2400 reversed hybrid 178.6
2500 reversed merge 169.8
2500 reversed hybrid 193.2
2600 reversed merge 178
2600 reversed hybrid 209.4
2700 reversed merge 187.4
2700 reversed hybrid 218.4
2800 reversed merge 192.8
2800 reversed hybrid 231.2
2900 reversed merge 201.8
2900 reversed hybrid 246.4
3000 reversed merge 207.4
3000 reversed hybrid 264.2
3100 reversed merge 213
3100 reversed hybrid 282.4
3200 reversed merge 231.8
3200 reversed hybrid 300
3300 reversed merge 228.8
3300 reversed hybrid 207.8
3400 reversed merge 237.2
3400 reversed hybrid 218.2
3500 reversed merge 247.8
3500 reversed hybrid 241.4
3600 reversed merge 249.4
3600 reversed hybrid 234.4
3700 reversed merge 259.6
3700 reversed hybrid 250.4
3800 reversed merge 264.2
3800 reversed hybrid 258.2
3900 reversed merge 274
3900 reversed hybrid 269.2
4000 reversed merge 280.6
4000 reversed hybrid 279.4
4100 reversed merge 290
4100 reversed hybrid 294.2
4200 reversed merge 298
4200 reversed hybrid 304.2
4300 reversed merge 305.4
4300 reversed hybrid 313.6
4400 reversed merge 314.2
4400 reversed hybrid 329.8
4500 reversed merge 320.8
4500 reversed hybrid 342.4
4600 reversed merge 325.4
4600 reversed hybrid 350.2
4700 reversed merge 335.2
4700 reversed hybrid 364
4800 reversed merge 344.6
4800 reversed hybrid 376
4900 reversed merge 351.2
4900 reversed hybrid 386.6
5000 reversed merge 357.2
5000 reversed hybrid 407.2
5100 reversed merge 364.8
5100 reversed hybrid 420.6
5200 reversed merge 376
5200 reversed hybrid 434
5300 reversed merge 385.2
5300 reversed hybrid 447
5400 reversed merge 393
5400 reversed hybrid 463.2
5500 reversed merge 402
5500 reversed hybrid 477
5600 reversed merge 409
5600 reversed hybrid 489.6
5700 reversed merge 420
5700 reversed hybrid 506.4
5800 reversed merge 428.2
5800 reversed hybrid 523.2
5900 reversed merge 434.4
5900 reversed hybrid 537.2
6000 reversed merge 440.6
6000 reversed hybrid 553.2
6100 reversed merge 447.8
6100 reversed hybrid 574.4
6200 reversed merge 455.4
6200 reversed hybrid 588.2
6300 reversed merge 465.8
6300 reversed hybrid 603.4
6400 reversed merge 476.4
6400 reversed hybrid 623.6
6500 reversed merge 481.4
6500 reversed hybrid 474.8
6600 reversed merge 485
6600 reversed hybrid 446.8
6700 reversed merge 495.4
6700 reversed hybrid 456.6
6800 reversed merge 507
6800 reversed hybrid 469.6
6900 reversed merge 510.6
6900 reversed hybrid 470.2
7000 reversed merge 520
7000 reversed hybrid 487.6
7100 reversed merge 536
7100 reversed hybrid 501.6
7200 reversed merge 534.6
7200 reversed hybrid 507.2
7300 reversed merge 540.8
7300 reversed hybrid 525.2
7400 reversed merge 555.2
7400 reversed hybrid 533.4
7500 reversed merge 558.8
7500 reversed hybrid 536.6
7600 reversed merge 571.4
7600 reversed hybrid 551.8
7700 reversed merge 582
7700 reversed hybrid 561.6
7800 reversed merge 584.4
7800 reversed hybrid 573.6
7900 reversed merge 589.6
7900 reversed hybrid 582.6
8000 reversed merge 599
8000 reversed hybrid 593
8100 reversed merge 605.2
8100 reversed hybrid 610.2
8200 reversed merge 610.2
8200 reversed hybrid 621.8
8300 reversed merge 621.2
8300 reversed hybrid 635.6
8400 reversed merge 637.8
8400 reversed hybrid 640.2
8500 reversed merge 640.4
8500 reversed hybrid 657.4
8600 reversed merge 651.4
8600 reversed hybrid 664.8
8700 reversed merge 657.4
8700 reversed hybrid 680.8
8800 reversed merge 666.6
8800 reversed hybrid 694
8900 reversed merge 671
8900 reversed hybrid 707.2
9000 reversed merge 677.8
9000 reversed hybrid 720.6
9100 reversed merge 686.8
9100 reversed hybrid 726
9200 reversed merge 690.6
9200 reversed hybrid 745.4
9300 reversed merge 704.4
9300 reversed hybrid 757.2
9400 reversed merge 713.6
9400 reversed hybrid 769.6
9500 reversed merge 721
9500 reversed hybrid 781.6
9600 reversed merge 730.6
9600 reversed hybrid 799.8
9700 reversed merge 736
9700 reversed hybrid 809.6
9800 reversed merge 744.4
9800 reversed hybrid 821.4
9900 reversed merge 750.8
9900 reversed hybrid 835
10000 reversed merge 758.2
10000 reversed hybrid 850.4
10100 reversed merge 767.2
10100 reversed hybrid 868.6
10200 reversed merge 774.4
10200 reversed hybrid 883.6
10300 reversed merge 788
10300 reversed hybrid 895.2
10400 reversed merge 798.4
10400 reversed hybrid 906.6
10500 reversed merge 806.6
10500 reversed hybrid 917.8
10600 reversed merge 819.6
10600 reversed hybrid 945
10700 reversed merge 826.4
10700 reversed hybrid 961.2
10800 reversed merge 832.4
10800 reversed hybrid 976.2
10900 reversed merge 840.6
10900 reversed hybrid 985.6
11000 reversed merge 847.4
11000 reversed hybrid 1000.2
11100 reversed merge 857
11100 reversed hybrid 1022.2
11200 reversed merge 865
11200 reversed hybrid 1046.4
11300 reversed merge 875
11300 reversed hybrid 1055.2
11400 reversed merge 884
11400 reversed hybrid 1061.4
11500 reversed merge 896.4
